id,name,room_type,bed_type,bed,bedrooms,bathrooms,host_id,host_name,street,country,latitude,longitude,price,number_of_reviews,minimum_nights,availability_365
18711459,THE ROOM WITH BALCONY in CIHANGIR + FREE WIFI,Private room,Real Bed,,0,1.0,128093488,Enes,"Beyoğlu, İstanbul, Turkey",Turkey,41.02979,28.98043,237.00,0,2,11
18712467,Room with balcony,Private room,Real Bed,,1,1.0,23771677,Roman,"Barcelona, Catalunya, Spain",Spain,41.40006,2.18269,40.00,13,3,365
18721645,High Floor-Ocean View! 2 Bed/2 Ba/1 Pkg WBT#2302,Entire home/apt,Real Bed,,2,2.0,69552498,Captain Cook Resorts,"Honolulu, HI, United States",United States,21.27477,-157.8236,551.00,9,3,179
18730346,Double room in Poble sec,Private room,Real Bed,,1,1.0,130265495,Dino,"Barcelona, Catalunya, Spain",Spain,41.37292,2.16187,25.00,42,2,295
18734995,Big and luminous apartment in Little Italy,Entire home/apt,Real Bed,,2,1.0,686654,Marie,"Montréal, Québec, Canada",Canada,45.53344,-73.6159,250.00,18,2,0
18748105,One-Bedroom Apartment with Balcony,Entire home/apt,Real Bed,,1,1.0,113020313,Javier,"barcelona, Catalunya, Spain",Spain,41.40943,2.17851,75.00,8,1,39
18769857,Cosy Terrace Studio,Entire home/apt,Real Bed,,0,1.0,130609625,Miguel,"Porto, Porto, Portugal",Portugal,41.16112,-8.61902,35.00,55,1,176
18772566,East Village Renovated Apartment,Private room,Airbed,,1,1.0,45406531,Skip,"New York, NY, United States",United States,40.73051,-73.98365,60.00,4,1,0
18776184,Spacious cozy apartment in Little Burgundy,Entire home/apt,Real Bed,,1,1.0,34920887,Alfredo,"Montréal, Québec, Canada",Canada,45.483,-73.57727,90.00,74,2,65
18780832,Oporto Sunset Blue Balcony ❤,Entire home/apt,Real Bed,,1,1.0,130706820,Mario,"Porto, Porto, Portugal",Portugal,41.14907,-8.60324,75.00,109,2,345
18793287,The Cov @ Marrickville (the Brooklyn of Sydney),Entire home/apt,Real Bed,,2,1.0,12402075,Joy,"Marrickville, NSW, Australia",Australia,-33.91676,151.1542,200.00,24,2,72
18809312,Cosy Double Room in a bright flat!,Private room,Real Bed,,1,2.0,2059850,Milena,"Barcelona, Catalunya, Spain",Spain,41.406,2.16072,70.00,8,2,113
1882020,FURNISHED BACHELOR APARTMENT,Entire home/apt,Real Bed,,0,1.0,9797561,Pamela & Fernando,"Montreal, QC, Canada",Canada,45.53707,-73.60503,60.00,33,1,0
18824084,Central location,Entire home/apt,Real Bed,,4,1.5,131069563,Elif,"Şişli, İstanbul, Turkey",Turkey,41.05292,28.98612,221.00,0,30,365
18841207,Newly renovated home,Private room,Real Bed,,1,1.5,115306074,May,"Hurstville Grove, NSW, Australia",Australia,-33.97391,151.09262,75.00,7,4,147
18841656,D5.Cozy Private Room for 4 Guest(Private Bathroom),Private room,Real Bed,,1,1.0,130857174,Ellen,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.2987,114.17269,2002.00,13,1,144
18848869,Bedroom in a Cozy Apartment,Private room,Real Bed,,1,1.0,131293304,Tobi,"New York, NY, United States",United States,40.81711,-73.93563,51.00,20,2,16
18849075,JF Cozy Apartment Blue,Entire home/apt,Real Bed,,1,1.0,28389484,Maria,"Porto, Porto, Portugal",Portugal,41.14868,-8.61336,70.00,59,2,294
18859786,Luxury Retreat On Maunalani Heights Honolulu,Entire home/apt,Real Bed,,0,1.0,91922030,Michael,"Honolulu, HI, United States",United States,21.29712,-157.78795,180.00,102,1,296
1886978,Sunny & Budget Friendly,Private room,Real Bed,,1,1.0,9522524,Nancy & Patrick,"Brooklyn, NY, United States",United States,40.64674,-73.89501,32.00,78,5,304
18877786,近大学24小时安保豪华公寓长短租,Entire home/apt,Real Bed,,1,1.0,131542702,Wang,"Montréal, Québec, Canada",Canada,45.49594,-73.57264,105.00,0,180,365
18887229,kiralık oda,Private room,Real Bed,,0,1.0,131612537,Can,"Kadıköy, İstanbul, Turkey",Turkey,40.98823,29.05299,47.00,0,7,365
18891380,Room in a historical apartment in Beyoglu.,Private room,Real Bed,,1,1.0,131637799,Ahmet,"Beyoğlu, İstanbul, Turkey",Turkey,41.03494,28.98141,111.00,2,3,89
18905958,Private room between Bondi Beach and Junction,Private room,Real Bed,,1,1.0,27036805,Eric,"Bondi Beach, NSW, Australia",Australia,-33.89161,151.26665,50.00,2,1,0
18908638,Renovated 20min train to enter city 5min to subway,Private room,Real Bed,,1,1.0,20438455,Jason,"Brooklyn, NY, United States",United States,40.63993,-73.98209,41.00,90,2,82
18909301,The Porto Concierge - Horus House,Entire home/apt,Real Bed,,2,1.5,131782286,Jose,"Porto, Porto, Portugal",Portugal,41.1671,-8.61001,50.00,30,2,329
18914730,IDEALLY LOCATED COZY COTTAGE,Entire home/apt,Real Bed,,0,1.0,1776707,Luis,"Bronx, NY, United States",United States,40.83051,-73.82511,95.00,232,1,352
18916525,Spacious studio in tranquil environment,Entire home/apt,Real Bed,,0,1.0,131847600,Mátyás,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,22.28357,114.13245,589.00,3,2,0
18917022,Beach House Manly Apartment 4,Entire home/apt,Real Bed,,2,1.0,5818194,Rod,"Manly, NSW, Australia",Australia,-33.80149,151.29402,195.00,12,1,0
18917356,"Double sized room with king bed, perfect location",Private room,Real Bed,,1,1.5,20373808,Matt,"Alexandria, NSW, Australia",Australia,-33.89957,151.19156,63.00,3,2,0
18917540,Sunny Modern Bedroom 30 seconds from Subway!,Private room,Real Bed,,1,1.0,779551,Lana,"New York , NY, United States",United States,40.75844,-73.93154,100.00,13,2,0
18918530,Waikiki Studio with Kitchenette 5 min to beach,Entire home/apt,Real Bed,,0,1.0,131866134,Jian,"Honolulu, HI, United States",United States,21.277,-157.82339,80.00,110,1,40
18925556,H MERIDIANA 1,Private room,Real Bed,,1,1.0,34964499,Catherine,"Barcelona, Catalunya, Spain",Spain,41.41361,2.187,19.00,0,32,264
18935312,Club Cliff for a great beach vacation.,Entire home/apt,Real Bed,,3,2.5,3491167,Maryanne,"Manly, NSW, Australia",Australia,-33.80067,151.28998,600.00,2,5,88
18944834,Huge private bedroom in the heart of Manhattan,Private room,Real Bed,,1,1.0,5295202,Uly,"New York, NY, United States",United States,40.76387,-73.9618,72.00,41,2,0
18954080,Kutu gibi Ev,Private room,Real Bed,,0,1.0,132158539,Evrim,"Üsküdar, İstanbul, Turkey",Turkey,41.02515,29.01925,47.00,3,1,365
1897001,"GIANT! Perfect for families, in the center of NYC",Entire home/apt,Real Bed,,2,2.0,9854533,Izzy,"New York, NY, United States",United States,40.75463,-73.97062,399.00,33,5,48
18994805,Chambre double- à deux pas du métro,Private room,Real Bed,,1,2.0,132500182,Ève,"Montréal, Québec, Canada",Canada,45.54549,-73.63168,23.00,3,1,0
18999236,Cebu Hotel Deluxe Single Room #3 Ensuite Bathroom,Private room,Real Bed,,0,1.0,32819217,Cebu,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.29738,114.17237,196.00,34,1,143
19005784,Hong Kong City CBD Hung Hom Apartment紅磡 民宿公寓:),Entire home/apt,Real Bed,,1,1.0,131593788,Kristina,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.30627,114.18214,683.00,44,3,177
19014550,Amazing Gardens in Oceanfront Resort 8202,Entire home/apt,Real Bed,,2,2.0,80789381,Brad,"Kailua-Kona, HI, United States",United States,19.57224,-155.96569,159.00,38,5,217
19018752,Suíte na Barra-Jeunesse,Private room,Real Bed,,1,1.0,132447942,Cassiana,"Jacarepagua, Rio de Janeiro, Brazil",Brazil,-22.968553576373854,-43.38685995636604,86.00,3,1,33
19028601,"Double room, livingroom and terrace",Private room,Real Bed,,1,1.0,124450485,Andrea,"Barcelona, Catalunya, Spain",Spain,41.40124,2.15207,25.00,6,15,0
19029043,CL Ildefonso I Apartment,Entire home/apt,Real Bed,,1,1.0,112290924,António,"Porto, Porto, Portugal",Portugal,41.1459,-8.60232,75.00,39,2,346
19030149,"Beautiful, Comfortable Apt. in Convenient Location",Entire home/apt,Real Bed,,2,1.0,182461,Jose,"Queens, NY, United States",United States,40.67488,-73.85568,110.00,65,2,39
19030572,★ Luxury Loft | Pool | Gym | Spotless ★,Entire home/apt,Real Bed,,0,1.0,16139116,Shereen,"Montréal, Québec, Canada",Canada,45.48112,-73.58786,60.00,37,2,9
19036802,Luminous Vintage Room near Plaza España,Private room,Real Bed,,1,1.0,7956108,Stephanie & Edgardo,"Barcelona, CT, Spain",Spain,41.3646,2.13769,25.00,87,2,75
19037045,Cosy Studio / pool / barbecue / sunny lounge,Entire home/apt,Real Bed,,1,1.0,6250742,Fred,"Porto, Porto, Portugal",Portugal,41.18382,-8.60968,60.00,25,2,351
19038282,KONA COUNTRY CLUB VILLAS,Entire home/apt,Real Bed,,2,2.0,132684961,David & Faythe,"Kailua-Kona, HI, United States",United States,19.56773,-155.95926,135.00,19,7,141
19044796,Habitación en Villa Olímpica,Private room,Real Bed,,1,1.0,77652983,Inaki,"Barcelona, Catalunya, Spain",Spain,41.39356,2.1966,30.00,92,2,67
19049757,Liiiving in Porto | Foz Terrace Studio,Entire home/apt,Real Bed,,1,1.0,30907275,Liiiving,"Porto, Porto, Portugal",Portugal,41.16195,-8.67971,100.00,4,3,348
19050582,Clérigos Apartments - Apt. 4E for 2/3 Pax,Entire home/apt,Real Bed,,1,1.0,130612073,3M'S - City & Country Rentals,"Porto, Porto, Portugal",Portugal,41.14511,-8.61434,65.00,83,2,318
19056339,Nautical Nest,Entire home/apt,Real Bed,,1,1.0,112105371,Shawna,"Kailua, HI, United States",United States,21.41743,-157.74895,120.00,54,2,263
19057068,Conduit Rd Luxury Mid-Levels Apt,Entire home/apt,Real Bed,,1,1.0,131896044,Niels,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,22.27814,114.14943,1499.00,1,3,0
19060682,Akin YellowHouse 2nd floor twin room good location,Private room,Real Bed,,1,1.0,33729698,Tahir,"Fatih, İstanbul, Turkey",Turkey,41.02957,28.94917,142.00,0,2,362
19061599,Stunning vintage room with AC (old town),Private room,Real Bed,,1,1.0,131483077,Ana & Tony,"Barcelona, Catalunya, Spain",Spain,41.38499,2.18339,65.00,202,1,306
19063118,JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,Private room,Real Bed,,1,1.0,22959695,Gurpreet  Singh,"Queens, NY, United States",United States,40.69502,-73.8252,50.00,106,1,0
19068240,"1BR condo, full kitchen, Lanai, value in Kapaa",Entire home/apt,Real Bed,,1,1.0,28230850,Robert,"Kapaa, HI, United States",United States,22.05532,-159.32473,129.00,20,3,172
19070513,❤ of NYC | Walk + Transit Score 100 | King Bed,Entire home/apt,Real Bed,,0,1.0,37695070,Sanjay,"New York, NY, United States",United States,40.77352,-73.95811,170.00,58,2,65
1907162,A beach break AND a lake!,Entire home/apt,Real Bed,,2,1.0,9898323,Teri,"Narrabeen, NSW, Australia",Australia,-33.71992,151.29793,300.00,4,3,364
19080306,Cozy basement with 2 bedrooms for 4 people in NDG,Entire home/apt,Real Bed,,2,1.0,4435799,Sakina,"Montréal, Québec, Canada",Canada,45.46425,-73.6434,74.00,53,2,0
19083972,450sf entire place in Kennedy Town,Entire home/apt,Real Bed,,1,1.0,57060253,Mandy,"Hong Kong , Hong Kong Island, Hong Kong",Hong Kong,22.28313,114.13009,400.00,39,3,315
19086528,Condo familiale 4 chambres près du centre-ville !,Entire home/apt,Real Bed,,4,1.5,133295031,Pascal,"Montréal, Québec, Canada",Canada,45.52764,-73.54923,170.00,14,7,83
19094047,Family Espinho Porto Guesthouse - Silva.,Private room,Real Bed,,1,3.0,133143521,Eduardo,"Espinho, Aveiro, Portugal",Portugal,41.00946,-8.64322,70.00,0,1,263
19095535,MongkoK MTR:Family Hotel for 4 ppl,Private room,Real Bed,,1,1.0,31113999,Selena,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.32245,114.16977,447.00,28,1,160
19098733,Cozy Efficiency Studio on Best West Chelsea Block!,Entire home/apt,Real Bed,,0,1.0,82920107,Zach,"New York, NY, United States",United States,40.74619,-74.00559,149.00,1,30,339
19100444,Wonderful double-room centrally located,Private room,Real Bed,,1,1.0,133432723,Victoria & Ivan,"Barcelona, Catalunya, Spain",Spain,41.40525,2.17691,26.00,32,2,107
19101306,[NEW] West Village Dream Home!,Entire home/apt,Real Bed,,2,1.0,70171973,Joshua,"New York, NY, United States",United States,40.73605,-74.00258,325.00,37,3,203
1910291,"Fantastic Studio, Heart of Central",Entire home/apt,Real Bed,,0,1.0,2083001,Krystal & Ryan,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,22.28091,114.15313,848.00,147,2,351
19104230,Air conditioned townhouse with furnished room!!,Private room,Real Bed,,1,1.5,13161520,James,"Kapolei, HI, United States",United States,21.32452,-158.07366,85.00,91,1,356
19105533,"Bright, airy comfortable 1-bedroom apartment",Entire home/apt,Real Bed,,1,1.0,43399557,Alex,"New Territories, New Territories, Hong Kong",Hong Kong,22.30356,114.01098,801.00,5,2,344
191079,Single private room(Gray),Private room,Real Bed,,1,1.0,666066,Ali,"Istanbul, Istanbul Province, Turkey",Turkey,41.02976,28.97604,63.00,20,10,262
19113128,TPC - Ribeira Marchands d’Or Apartment,Entire home/apt,Real Bed,,1,1.0,133551018,Josiane,"Porto, Porto, Portugal",Portugal,41.14211,-8.6137,60.00,77,2,362
19117590,Ala Moana Hotel 1616 Studio City/Ocean View - 1K,Entire home/apt,Real Bed,,0,1.0,130485798,Gaia Hawaii Vacation Rentals,"Honolulu, HI, United States",United States,21.29116,-157.83967,316.00,2,1,246
1912695,Oceanfront penthouse with private pool in Copacabana!,Entire home/apt,Real Bed,,3,2.0,4613553,Frank,"Rio De Janeiro, Rj, Brazil",Brazil,-22.976748748799693,-43.18773342918093,1250.00,34,1,234
19134150,Huge Brooklyn Loft in the Heart of Williamsburg!,Entire home/apt,Real Bed,,2,1.0,133732087,Marie-Louise,"Brooklyn, NY, United States",United States,40.71876,-73.96253,250.00,1,6,0
19137059,The Porto Concierge -  Lodeiro Country House,Entire home/apt,Real Bed,,5,4.0,133764433,Camilo,"Porto, Porto, Portugal",Portugal,41.1222,-8.44398,300.00,10,7,164
19141928,Waikiki Residents,Entire home/apt,Real Bed,,1,1.0,13469110,Lance,"Honolulu, HI, United States",United States,21.28223,-157.82722,95.00,1,7,9
19142002,Complete Kitchen Remodel in this 1bd/1ba garden view condo in South Kihei at the Kihei Akahi. D-208,Entire home/apt,Real Bed,,1,1.0,132087088,Maui Condo,"KIHEI, HI, United States",United States,20.71513,-156.44543,239.00,2,5,197
19142081,Maui Sunset large one bedroom condo sleeps 4. A-206,Entire home/apt,Real Bed,,1,2.0,132087088,Maui Condo,"KIHEI, HI, United States",United States,20.75522,-156.45645,256.00,0,5,261
19149590,OPORTO Home Sweet Home,Entire home/apt,Real Bed,,1,1.0,44830407,Catia,"Porto, Porto, Portugal",Portugal,41.15363,-8.60957,65.00,24,2,357
1915001,Hawaii - West Oahu - 3-Bedroom Home,Entire home/apt,Real Bed,,3,2.0,9932670,Dulce,"Waianae, HI, United States",United States,21.40539,-158.16608,168.00,122,2,33
19156662,Vintage House For Rent,Entire home/apt,Real Bed,,1,1.0,111174737,Doğu,"Beşiktaş, İstanbul, Turkey",Turkey,41.04391,29.01154,79.00,0,10,323
19158211,Baixa 24 - Room 3,Private room,Real Bed,,1,1.0,16719641,Mario,"Porto, Porto, Portugal",Portugal,41.14957,-8.5984,34.00,91,1,119
19160496,"Room in Duplex, 5 minutes from beach.",Private room,Real Bed,,1,1.0,7657931,Shilan& Jorge,"Leça da Palmeira, Porto, Portugal",Portugal,41.19964,-8.70197,29.00,23,1,70
19165058,Beautiful Apartment near Bondi Junction,Private room,Real Bed,,1,1.0,132587029,Solange,"Woollahra, NSW, Australia",Australia,-33.88909,151.24043,50.00,1,2,0
19167153,"1 Bed 1Hall 1Bath &Kitchen ,14th floor Parramatta",Entire home/apt,Real Bed,,1,1.0,66112903,Nijo,"Parramatta, NSW, Australia",Australia,-33.81722,151.00892,94.00,0,1,0
19170546,Jolly Bolhão,Entire home/apt,Real Bed,,1,1.0,100267827,Carlos,"Porto, Porto, Portugal",Portugal,41.14851,-8.60257,30.00,86,2,50
19172215,Brand new Poble Sec design flat next to Montjuïc,Entire home/apt,Real Bed,,2,1.0,111885362,Laura & Alex,"Barcelona, Cataluña, Spain",Spain,41.37295,2.16837,15.00,4,6,250
19173256,Belo Apartamento no centro do Porto.,Entire home/apt,Real Bed,,3,1.0,9743936,Ana,"Porto, Porto, Portugal",Portugal,41.15277,-8.60355,100.00,0,5,0
19177584,Small & Cozy Bedroom,Private room,Real Bed,,0,2.0,128893049,Paulo,"Vila Nova de Gaia, Porto, Portugal",Portugal,41.13416,-8.609070000000001,20.00,14,2,138
19178913,"Waipio Valley Nanea, Private Deck & Ocean Views",Entire home/apt,Real Bed,,1,1.0,983113,Erik,"Honokaa, HI, United States",United States,20.11881,-155.58451,155.00,50,2,340
19197922,1 Bed Apartment with oceans views near Manly,Entire home/apt,Real Bed,,1,1.0,52243859,Brigitte,"North Curl Curl, NSW, Australia",Australia,-33.75922,151.28567,129.00,8,3,339
19199353,Spacious 1 Bed in the heart of Manhattan,Entire home/apt,Real Bed,,1,1.0,80242044,Vk,"New York, NY, United States",United States,40.73,-74.00122,196.00,11,2,8
1920293,Pacific Shores-Ocean View Top Floor-A/C All Rooms,Entire home/apt,Real Bed,,2,2.0,5912645,Maureen-Mike Richardson,"Kihei, HI, United States",United States,20.72371,-156.44795,194.00,102,3,0
19213844,Cozy and convenient home near Time Square HK,Entire home/apt,Real Bed,,3,1.0,31766138,Jeremy,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,22.27966,114.18369,1499.00,47,2,139
19217460,MP Room for 2 persons bunk bed in shared apartment,Private room,Real Bed,,1,1.0,79474803,Francisco,"Barcelona, Catalunya, Spain",Spain,41.38765,2.14387,32.00,13,3,87
19220115,"Downtown Penthouse, 2 Bedrooms 2 bathrooms",Entire home/apt,Real Bed,,2,2.0,3574213,Jeremy,"Montréal, Québec, Canada",Canada,45.49287,-73.58038,83.00,40,2,0
19220298,Private Room in tranquil Mongkok apartment,Private room,Real Bed,,1,1.0,18800820,Edwin,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.31578,114.17198,353.00,23,2,0
19221893,VayCay with Southern Comfort and the Aloha Spirit,Entire home/apt,Real Bed,,4,2.5,112279253,Eric,"Waipahu, HI, United States",United States,21.40389,-158.02927,280.00,11,7,154
19235160,Private room with a Sea view House. Old city area,Private room,Real Bed,,1,1.0,19459063,Murat,"Fatih, İstanbul, Turkey",Turkey,41.00549,28.97244,121.00,0,1,0
19238057,SYDNEY! Great Stay For Holiday,Private room,Real Bed,,1,0.5,83419447,Daniel & Elena,"Padstow, NSW, Australia",Australia,-33.95576,151.03201,43.00,45,2,127
19241544,Kolea Resort at Waikoloa Beach,Entire home/apt,Real Bed,,3,3.0,33873516,Gayle,"Waikoloa Village, HI, United States",United States,19.91954,-155.88843,500.00,6,4,169
19244141,we hospitable.we want to learn englsh.mywife and i,Private room,Real Bed,,1,1.5,69992876,Sunay,"Fatih, İstanbul, Turkey",Turkey,41.00474,28.93684,26.00,4,1,365
19246639,Pedro Cem Apartment With Free Parking and Terrace.,Entire home/apt,Real Bed,,2,1.0,134228502,Pedro Cem,"Porto, Porto, Portugal",Portugal,41.15087,-8.62506,65.00,96,2,111
19249207,46E Tanford Western Style 2 bedroom apartment,Entire home/apt,Real Bed,,2,1.0,30670034,Travina,"Hong Kong, New Territories, Hong Kong",Hong Kong,22.29421,113.9522,848.00,0,28,358
1925045,Perfect Apartment 4-6 persons,Entire home/apt,Real Bed,,2,3.0,9972478,Carlos Leandro,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.95195417372592,-43.18810142586044,850.00,13,1,358
19253090,Family Outdoor Hammock Camping Cabana,Private room,Real Bed,,1,2.0,4965048,Mathew,"Pepeekeo, HI, United States",United States,19.86094,-155.10658,68.00,4,1,316
19254909,Newly renovated cosy apartment with parking,Entire home/apt,Real Bed,,1,1.0,39214660,Shobhna,"Randwick, NSW, Australia",Australia,-33.90849,151.24847,115.00,9,7,297
1925519,Sublet: $490/Wk,Private room,Real Bed,,1,1.0,2765870,Amarie2131,"New York, NY, United States",United States,40.7193,-73.98986,80.00,1,1,0
19259702,Metro Vilar Suites Vilar do Pinheiro,Private room,Real Bed,,1,1.0,134859047,Metro Vilar,"Vilar de Pinheiro, Porto, Portugal",Portugal,41.26997,-8.67803,85.00,0,3,365
19265750,Cute North Shore Studio,Entire home/apt,Real Bed,,0,1.0,100550058,Jack,"Princeville, HI, United States",United States,22.22189,-159.47602,100.00,50,3,29
19270950,Family Apartment B - Winter Special Discount,Entire home/apt,Real Bed,,1,1.0,10184386,Will & Rãchël,"Zetland, NSW, Australia",Australia,-33.90617,151.21095,168.00,35,1,83
19271040,Modern Beautiful Bedford Stuyvesant Brownstone,Entire home/apt,Real Bed,,1,1.0,134946389,Giovanni,"Brooklyn, NY, United States",United States,40.6861,-73.93997,60.00,125,2,99
19273862,Beau et grand appartement près de TOUT !,Entire home/apt,Real Bed,,3,2.0,118986906,Rina,"Montréal, Québec, Canada",Canada,45.46199,-73.57117,81.00,7,1,0
19280475,Worm modern and comfy place in the heart of Sydney,Private room,Real Bed,,1,1.0,135021730,Maria & Emanuel,"Beaconsfield, NSW, Australia",Australia,-33.914,151.19946,999.00,0,30,0
19296654,"Charming spacious two bedroom home, Hochelaga MTL",Entire home/apt,Real Bed,,2,2.0,11690420,Dalal,"Montréal, Québec, Canada",Canada,45.54855,-73.53516,130.00,0,6,0
19304849,Beautiful Flat with Private Terrace in Barceloneta,Entire home/apt,Real Bed,,1,1.0,8379752,Raluca,"Barcelona, Catalunya, Spain",Spain,41.38024,2.19151,55.00,2,31,61
19309013,Superbe 6 pièces sur rue calme du Mile-End,Entire home/apt,Real Bed,,2,1.0,784984,Catherine,"Montréal, Québec, Canada",Canada,45.51833,-73.59637,107.00,4,1,0
19310295,Cozy apartment in Porto district,Entire home/apt,Real Bed,,1,1.0,78904428,Miguel,"Porto, Porto, Portugal",Portugal,41.20192,-8.68827,38.00,23,2,350
193105,New York City  UWS Luxury Bldg - Private Room&Bath,Private room,Real Bed,,1,1.0,936114,Marcela,"New York, NY, United States",United States,40.7709,-73.99181,160.00,41,28,123
1931341,Cozy bedroom on Wall Street,Private room,Real Bed,,1,1.0,9997988,Jagriti,"New York, NY, United States",United States,40.70602,-74.0072,40.00,0,1,0
19313670,Sea Views & Porto's City Park - Ocean Windows Flat,Entire home/apt,Real Bed,,3,2.0,135265775,Joao,"Matosinhos, Porto, Portugal",Portugal,41.17499,-8.68681,85.00,5,2,48
19319,Private room Great Deal at Lower East Side,Private room,Real Bed,,1,1.0,44263,Ana,"New York, NY, United States",United States,40.7114,-73.98794,94.00,93,30,254
19320618,Peaceful single room next to Clovelly Village,Private room,Real Bed,,1,1.0,135329255,Gabriela,"Randwick, NSW, Australia",Australia,-33.91163,151.25427,60.00,0,2,0
19323111,1 BR quiet and bright apartment,Entire home/apt,Real Bed,,1,1.0,11194156,Clémence,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,22.2852,114.14805,597.00,3,2,0
19326382,Robissey,Private room,Real Bed,,1,1.0,135370402,Fatih,"Beyoğlu, İstanbul, Turkey",Turkey,41.0297,28.97954,58.00,0,1,0
1932651,Opposite Langham 10s MK MTR  4ppl,Entire home/apt,Real Bed,,1,1.0,10002884,Han,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.32103,114.16752,581.00,30,1,77
19337464,Bright & spacious 2 bed near Molson Park w/parking,Entire home/apt,Real Bed,,2,1.0,6698199,Tristan,"Montréal, Québec, Canada",Canada,45.54783,-73.59176,101.00,37,3,229
19340381,CHARMING STUDIO WITH GARDEN,Entire home/apt,Real Bed,,0,1.0,95046258,Marina,"Montréal, Québec, Canada",Canada,45.51722,-73.55441,54.00,89,2,107
19348489,Cute little studio in Elizabeth Bay,Entire home/apt,Real Bed,,0,1.0,130682381,Isabelle,"Elizabeth Bay, NSW, Australia",Australia,-33.87478,151.22752,90.00,6,20,156
19359010,Antique Studio In City Center Of Istanbul,Entire home/apt,Real Bed,,0,1.0,133135274,Filiz,"Şişli, İstanbul, Turkey",Turkey,41.04911,28.97941,211.00,0,2,89
19366111,Steps to Charley Young Beach Apt #2,Entire home/apt,Real Bed,,1,1.0,59384269,Thomas,"Kihei, HI, United States",United States,20.72605,-156.44825,179.00,87,1,203
1936633,Great 1BD waterfront City Island NY,Entire home/apt,Real Bed,,1,1.0,10018391,Alex,"Bronx, NY, United States",United States,40.85258,-73.78762,100.00,84,3,0
19373991,Bright Top Floor Two Rooms Apartment w/ Terrace,Entire home/apt,Real Bed,,2,1.0,134888431,Bonfim 234,"Porto, Porto, Portugal",Portugal,41.14905,-8.59521,53.00,0,2,347
19376053,Bright and airy in the heart of Chippendale,Entire home/apt,Real Bed,,2,1.0,47357384,Andrew,"Chippendale, NSW, Australia",Australia,-33.88749,151.20129,195.00,73,1,114
19380085,Hermoso Apartamento SPBP22388,Entire home/apt,Real Bed,,2,1.0,54820821,Albert,"Barcelona, Catalunya, Spain",Spain,41.40648,2.1724,70.00,76,1,246
19396377,Room for two in prime location in Porto,Private room,Real Bed,,1,1.0,108559367,Teresa E Inês,"Porto, Porto, Portugal",Portugal,41.16078,-8.64037,30.00,18,2,299
1940174,COPACABANA luxurious apartment 2BR,Entire home/apt,Real Bed,,2,2.0,10035603,Rafael,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,-22.979091504554468,-43.18899327109758,298.00,95,3,311
19405074,The Porto Concierge - Happy Place,Entire home/apt,Real Bed,,1,1.0,136036429,Ana,"Porto, Porto, Portugal",Portugal,41.15408,-8.62311,50.00,56,2,335
19416383,Upscale Master Bedroom near Waikiki,Private room,Real Bed,,1,1.0,73478810,Mike,"Honolulu, HI, United States",United States,21.32348,-157.84189,59.00,34,1,116
19426217,PLAZA 5*,Entire home/apt,Real Bed,,2,1.0,136195121,Eliran,"Vila Nova de Gaia, Porto, Portugal",Portugal,41.11746,-8.60941,77.00,45,2,228
19428531,單人套房 獨立浴室 (特惠月租),Private room,Real Bed,,0,1.0,30098437,Dragon Hostel,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.32108,114.16959,165.00,2,28,314
19430825,Merkezi Konum,Private room,Real Bed,,2,3.0,136224886,Okan,"Maltepe, İstanbul, Turkey",Turkey,40.92457,29.13953,47.00,0,1,0
19441009,taksim istanbul apart 3+1,Entire home/apt,Real Bed,,3,2.0,10147889,Halil,"Beyoğlu, İstanbul, Turkey",Turkey,41.03747,28.98276,649.00,2,1,364
19442650,"Gorgeous, Hi-end Wailea 1 BR Suite!",Entire home/apt,Real Bed,,1,2.0,136327709,Tom,"Wailea-Makena, HI, United States",United States,20.69087,-156.43508,210.00,2,5,194
1944996,Light Filled Warehouse Apartment in Surry Hills,Entire home/apt,Real Bed,,0,1.0,8740629,Annie,"Surry Hills, NSW, Australia",Australia,-33.87941,151.214,129.00,72,1,76
19453414,Mecidiyeköy - Kiralık Eşyalı Oda,Private room,Real Bed,,1,1.0,136410767,Mustafa Uğur,"Şişli, İstanbul, Turkey",Turkey,41.06854,28.99624,100.00,0,3,0
19468798,Dor.me,Entire home/apt,Real Bed,,3,2.0,136573668,António,"Porto, Porto, Portugal",Portugal,41.15621,-8.62944,120.00,49,2,201
19469971,Chambre spacieuse dans rue calme du Plateau,Private room,Real Bed,,1,1.0,1601567,Virginie,"Montréal, Québec, Canada",Canada,45.53345,-73.57756,50.00,6,2,0
